tt6710474,Everything Everywhere All at Once (2022),https://imdb-api.com/images/original/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_Ratio0.6751_AL_.jpg,9,An aging Chinese immigrant is swept up in an insane adventure~^ where she alone can save the world by exploring other universes connecting with the lives she could have led.,Action:Adventure:Comedy,no,no
tt0253474,The Pianist (2002),https://imdb-api.com/images/original/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_Ratio0.6751_AL_.jpg,8.6,"In this adaptation of the autobiography ""The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw~^ 1939-1945~^"" Wladyslaw Szpilman~^ a Polish Jewish radio station pianist~^ sees Warsaw change gradually as World War II begins. Szpilman is forced into the Warsaw Ghetto~^ but is later separated from his family during Operation Reinhard. From this time until the concentration camp prisoners are released~^ Szpilman hides in various locations among the ruins of Warsaw.",Biography:Drama:Music,no,yes
tt2582802,Whiplash (2014),https://imdb-api.com/images/original/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.6751_AL_.jpg,8.5,Nineteen year old Andrew Niemann wants to be the greatest jazz drummer in the world~^ in a league with Buddy Rich. This goal is despite not coming from a pedigree of greatest~^ musical or otherwise~^ with Jim~^ his high school teacher father~^ being a failed writer. Andrew is starting his first year at Shaffer Conservatory of Music~^ the best music school in the United States. At Shaffer~^ being the best means being accepted to study under Terence Fletcher and being asked to play in his studio band~^ which represents the school at jazz competitions. Based on their less than positive first meeting~^ Andrew is surprised that Fletcher asks him to join the band~^ albeit in the alternate drummer position which he is more than happy to do initially. Andrew quickly learns that Fletcher operates on fear and intimidation~^ never settling for what he considers less than the best each and every time. Being the best in Fletcher's mind does not only entail playing well~^ but knowing that you're playing well and if not what you're doing wrong. His modus operandi creates an atmosphere of fear and of every man or woman for him/herself within the band. Regardless~^ Andrew works hard to be the best. He has to figure out his life priorities and what he is willing to sacrifice to be the best. The other question becomes how much emotional abuse he will endure by Fletcher to reach that greatness~^ which he may believe he can only achieve with the avenues opened up by Fletcher.,Drama:Music,no,yes
tt8503618,Hamilton (2020),https://imdb-api.com/images/original/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_Ratio0.6751_AL_.jpg,8.4,"Hamilton is the story of America then~^ told by America now. Featuring a score that blends hip-hop~^ jazz~^ R&B~^ and show tunes~^ ""Hamilton"" has taken the story of American founding father Alexander Hamilton and created a revolutionary moment in theater--a musical that has had a profound impact on culture~^ politics~^ and education. Captured at the Richard Rodgers Theater on Broadway in June 2016~^ the film transports its audience into the world of the Broadway show in a uniquely intimate way.",Biography:Drama:History,no,yes
tt7286456,Joker (2019),https://imdb-api.com/images/original/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,8.4,Arthur Fleck works as a clown and is an aspiring stand-up comic. He has mental health issues~^ part of which involves uncontrollable laughter. Times are tough and~^ due to his issues and occupation~^ Arthur has an even worse time than most. Over time these issues bear down on him~^ shaping his actions~^ making him ultimately take on the persona he is more known as...Joker.,Crime:Drama:Thriller,yes,yes
tt10272386,The Father (2020),https://imdb-api.com/images/original/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,8.3,Having just scared off his recent caregiver~^ Anthony~^ an ailing~^ octogenarian Londoner gradually succumbing to dementia~^ feels abandoned when concerned Anne~^ his daughter~^ tells him she's moving to Paris. Confused and upset~^ against the backdrop of a warped perspective and his rapid~^ heart-rending mental decline~^ Anthony is starting to lose his grip on reality~^ struggling to navigate the opaque landscape of present and past. Now~^ as faded memories and glimpses of lucidity trigger sudden mood swings~^ dear ones~^ Anthony's surroundings~^ and even time itself become distorted. Why has his younger daughter stopped visiting? Who are the strangers that burst in on Anthony?,Drama:Mystery,no,yes
tt1877830,The Batman (2022),https://imdb-api.com/images/original/MV5BMDdmMTBiNTYtMDIzNi00NGVlLWIzMDYtZTk3MTQ3NGQxZGEwXkEyXkFqcGdeQXVyMzMwOTU5MDk@._V1_Ratio0.6751_AL_.jpg,8.3,When the Riddler~^ a sadistic serial killer~^ begins murdering key political figures in Gotham~^ Batman is forced to investigate the city's hidden corruption and question his family's involvement.,Action:Crime:Drama,no,yes
tt0434409,V for Vendetta (2005),https://imdb-api.com/images/original/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_Ratio0.6751_AL_.jpg,8.2,"In the distant future~^ Evey Hammond is an average citizen of the United Kingdom~^ which is under the rule of the fascist and tyrannical Norsefire Party. She is an employee of the state-run British Television Network~^ but soon~^ she becomes the number one enemy of the state together with an enigmatic and larger-than-life freedom fighter known only by the letter ""V"". V informs Evey that she must hide in his underground lair for at least one year~^ and while she is reluctant to the idea at first~^ a bond soon forms between the two individuals. In the meanwhile~^ the mysterious past of V is gradually revealed to the police inspector tasked with capturing him~^ Eric Finch~^ and it is not long until he starts questioning everything his government stands for.",Action:Drama:Sci-Fi,no,yes
tt12361974,Zack Snyder's Justice League (2021),https://imdb-api.com/images/original/MV5BYjI3NDg0ZTEtMDEwYS00YWMyLThjYjktMTNlM2NmYjc1OGRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_Ratio0.6751_AL_.jpg,8.1,Determined to ensure Superman's ultimate sacrifice was not in vain~^ Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions. The task proves more difficult than Bruce imagined~^ as each of the recruits must face the demons of their own pasts to transcend that which has held them back~^ allowing them to come together~^ finally forming an unprecedented league of heroes. Now united~^ Batman~^ Wonder Woman~^ Aquaman~^ Cyborg and The Flash may be too late to save the planet from Steppenwolf~^ DeSaad and Darkseid and their dreadful intentions.,Action:Adventure:Fantasy,no,yes
tt10366460,CODA (2021),https://imdb-api.com/images/original/MV5BYzkyNzNiMDItMGU1Yy00NmEyLWE4N2ItMjkzMDZmMmVhNDU4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,8.1,Gloucester~^ Massachusetts. As a Child of Deaf Adults and the only hearing person in her family~^ high school senior Ruby Rossi always has a lot on her plate. Indeed~^ trying to juggle back-breaking work on her father's fishing boat~^ schoolwork~^ social life~^ and the family's expectations can be too much for a teenager. But do her parents know Ruby loves to sing? When Ruby signs up for the school choir~^ singing becomes a passion~^ and suddenly~^ the talented young girl finds herself at a crossroads: should Ruby spread her wings and follow her dreams~^ or should she keep fighting everyday battles as a member of the proud Rossi clan?,Comedy:Drama:Music,no,yes
tt10288566,Another Round (2020),https://imdb-api.com/images/original/MV5BOTNjM2Y2ZjgtMDc5NS00MDQ1LTgyNGYtYzYwMTAyNWQwYTMyXkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_Ratio0.6751_AL_.jpg,7.7,There is a theory that man is born with half a per mille too little. That alcohol in the blood opens the mind to the outside world~^ problems seem smaller and creativity increases. We know it well; after the first glass of wine~^ the conversation lifts~^ the possibilities open up. Martin is a high school teacher. He feels old and tired. His students and their parents want him terminated to increase their average. Encouraged by the per mille theory~^ Martin and his three colleagues throw themselves into an experiment to maintain a constant alcohol impact in everyday life. If Churchill won World War II in a dense fog of spirits~^ what could the strong drops do for them and their students? The result is positive in the beginning. Martin's class is in a different way now~^ and the project is being promoted to a real academic study with the collection of results. Slowly~^ but surely~^ the alcohol makes the four friends and their surroundings loosen up. The results are rising~^ and they really begin to feel life. As the objects go inboard~^ the experiment progresses for some~^ and goes off track for others. It becomes clearer and clearer that alcohol can generate great results in world history~^ but that all daring can also have consequences. The film is described as a fun~^ touching and thought-provoking drama about friendship~^ freedom - and alcohol.,Comedy:Drama,no,yes
tt5363618,Sound of Metal (2019),https://imdb-api.com/images/original/MV5BNjcyYjg0M2ItMzMyZS00NmM1LTlhZDMtN2MxN2RhNWY4YTkwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_Ratio0.6751_AL_.jpg,7.7,Keeping at bay his inner demons by devoting himself to art~^ metal drummer~^ Ruben~^ has been living for the moment for the past four years. Then~^ while on tour with his lead-singer/girlfriend~^ Lou~^ Ruben realises that his hearing is rapidly deteriorating. As this sudden hearing loss turns his world upside down~^ and numbing fear paired with angry denial take over~^ Ruben reluctantly accepts to join a small deaf community overseen by Joe~^ a compassionate Vietnam War veteran. Now~^ Ruben needs to find some solid ground~^ understand that being deaf is not a handicap and that deafness isn't something to fix. But~^ is Ruben willing to accept his new life and learn how to be deaf?,Drama:Music,no,yes
tt1485796,The Greatest Showman (2017),https://imdb-api.com/images/original/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_Ratio0.6751_AL_.jpg,7.6,Orphaned~^ penniless~^ but ambitious and with a mind crammed with imagination and fresh ideas~^ the American entertainer~^ Phineas Taylor Barnum~^ will always be remembered as the man with the gift to blur the line between reality and fiction. Thirsty for innovation and hungry for success~^ the son of a tailor manages to open a wax museum; however~^ he soon shifts focus to the unique and the peculiar~^ introducing extraordinary~^ never-seen-before live acts on the circus stage. Now~^ some people call Barnum's rich collection of oddities~^ an outright freak show; but~^ when Phineas~^ obsessed for cheers and respectability~^ gambles everything on the opera singer~^ Jenny Lind~^ to appeal to a high-brow audience~^ he will lose sight of the most crucial aspect of his life: his family. Will Barnum~^ the greatest showman~^ risk it all to be accepted?,Biography:Drama:Musical,no,yes
tt11464826,The Social Dilemma (2020),https://imdb-api.com/images/original/MV5BNDVhMGNhYjEtMDkwZi00NmQ5LWFkODktYzhiYjY2NTZmYTNhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,7.6,Set in the dark underbelly of Silicon Valley~^ The Social Dilemma fuses investigative documentary with enlightening narrative drama. Expert testimony from tech whistle-blowers exposes our disturbing predicament: the services Big Tech provides-search engines~^ networks~^ instant information~^ etc.-are merely the candy that lures us to bite. Once we're hooked and coming back for more~^ the real commodity they sell is their prowess to influence and manipulate us.,Documentary:Drama,no,yes
tt9620288,King Richard (2021),https://imdb-api.com/images/original/MV5BYTcyNmY4ZGEtYmE4Zi00ZDViLTlmYzMtMmQ4ZTM4OWNmZjQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,7.5,"Armed with a clear vision and a brazen 78-page plan~^ Richard Williams is determined to write his daughters~^ Venus and Serena~^ into history. Training on Compton~^ California's neglected tennis courts--rain or shine--the girls are shaped by their father's unyielding commitment and their mother's balanced perspective and keen intuition~^ defying the seemingly insurmountable odds and prevailing expectations laid before them. Based on the true story that will inspire the world~^ ""King Richard"" follows the uplifting journey of a family whose unwavering resolve and unconditional belief ultimately delivers two of the world's greatest sports legends.",Biography:Drama:Sport,no,yes
tt6499752,Upgrade (2018),https://imdb-api.com/images/original/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@._V1_Ratio0.6751_AL_.jpg,7.5,Grey's a stay-at-home mechanic~^ whose wife is Asha. One day~^ Grey asks Asha to help him return a car to his client. Whilst Grey and Asha's self-driving car malfunctions~^ it crashes. Grey watches helplessly as Asha bleeds to death next to him. Grey returns home - a widowed quadriplegic~^ under the care of his mother. His wife's death and the inability of police to identify their attackers cause him to sink into a depression. After a suicide attempt~^ he's offered to have high tech chip implanted - enabling him to walk. Though initially hesitant~^ he's persuaded to have the surgery.,Action:Sci-Fi:Thriller,yes,yes
